X_0,X_1,U_0,U_1,
0.0,0.0,-1.9294109452408754e-12,2.376203918978462e-13,
1.0,0.0,-0.004999999998971885,2.1997234973176047e-14,
0.0,1.0,-9.80395120662381e-13,0.002575757575650239,
1.0,1.0,-0.004999999998065769,0.0025757575756738217,
