X_0,X_1,U_0,U_1,
0.0,0.0,1.5232657411066515e-11,-1.970318301474366e-12,
1.0,0.0,0.03999999999197161,-2.622464242939043e-13,
0.0,1.0,7.801881363774698e-12,-0.020606060605297905,
1.0,1.0,0.03999999998468503,-0.02060606060565685,
