X_0,X_1,U_0,U_1,
0.0,0.0,1.881542430824013e-12,-2.5396556292973395e-13,
1.0,0.0,0.004999999999018257,-4.240781762391514e-14,
0.0,1.0,9.70683304627009e-13,-0.0025757575756729803,
1.0,1.0,0.004999999998103308,-0.002575757575736838,
