X_0,X_1,U_0,U_1,
0.0,0.0,-1.1570901428958789e-11,1.427727399407479e-12,
1.0,0.0,-0.029999999993836887,1.342742312319943e-13,
0.0,1.0,-5.881144766277491e-12,0.015454545453903987,
1.0,1.0,-0.02999999998839893,0.015454545454049885,
