X_0,X_1,U_0,U_1,
0.0,0.0,-3.853256667196435e-12,4.771754767244412e-13,
1.0,0.0,-0.00999999999794922,4.633996491224616e-14,
0.0,1.0,-1.959628640554708e-12,0.00515151515130309,
1.0,1.0,-0.009999999996135888,0.00515151515135485,
