XQ_0,XQ_1,U_0,U_1,STRAIN_0,STRAIN_1,STRAIN_2,STRAIN_3,STRESS_0,STRESS_1,STRESS_2,STRESS_3,
0.816847573,0.0915762135,0.016336951454099854,-0.0009435125021633812,0.019999999998681642,-0.01030303030355461,0.0,3.606647966392096e-12,1582994120.1364088,-0.1296639261797495,538218000.8022933,0.18840698331899008,
0.0915762135,0.816847573,0.0018315242699127187,-0.008416005296682837,0.020000000001871594,-0.010303030303607774,0.0,1.1008624567487857e-12,1582994120.4771516,0.04166222551327229,538218000.9763967,0.05750774027792164,
0.0915762135,0.0915762135,0.0018315242755485473,-0.0009435125033425696,0.01999999999900604,-0.01030303030110859,0.0,-2.3254809536354948e-12,1582994120.3071234,0.15188161024921196,538218000.9560617,-0.12148034832424226,
0.1081030182,0.4459484909,0.0021620603665339633,-0.004594620815184835,0.020000000000398782,-0.010303030302385446,0.0,-5.161704397238509e-13,1582994120.386311,0.09161250581942416,538218000.962494,-0.026964127448260867,
0.4459484909,0.1081030182,0.008918969817826217,-0.001113788672368406,0.01999999999891284,-0.010303030302360681,0.0,6.510694761097113e-13,1582994120.227586,0.011805254565834531,538218000.8813931,0.03401109203558193,
0.4459484909,0.4459484909,0.008918969815200939,-0.004594620814635546,0.020000000000247667,-0.010303030303524854,0.0,2.2471278310343124e-12,1582994120.306788,-0.039537736444898046,538218000.8908651,0.11738727475552378,
0.9084237865,0.9084237865,0.0181684757244003,-0.009359517800145904,0.019999999999565282,-0.010303030302463947,0.0,-2.4323078273713605e-12,1582994120.2921505,0.036892201256623305,538218000.9118745,-0.1270608566537278,
0.183152427,0.9084237865,0.003663048545736815,-0.00935951780057885,0.019999999998283856,-0.010303030302576552,0.0,3.358549549581369e-12,1582994120.1478362,-0.046364098069268306,538218000.8345006,0.1754466182617133,
0.9084237865,0.183152427,0.01816847572991648,-0.001887025006150942,0.02000000000259159,-0.010303030304870528,0.0,8.034337084517063e-13,1582994120.4846382,-0.054427546667102034,538218000.9462717,0.04197041760568615,
0.5540515091,0.5540515091,0.011081030184634636,-0.00570840948816842,0.020000000000417857,-0.010303030303694841,0.0,1.9781468130197766e-12,1582994120.3156898,-0.04840634452463776,538218000.8908764,0.10333602754580923,
0.8918969818,0.5540515091,0.017837939633353866,-0.005708409487966746,0.020000000001014748,-0.010303030303642382,0.0,-7.193499268476344e-13,1582994120.3829122,-0.009624529665700059,538218000.9269178,-0.03757798125323464,
0.5540515091,0.8918969818,0.011081030182065093,-0.009189241630740528,0.019999999999008134,-0.0103030303025738,0.0,4.708802792130484e-13,1582994120.2260246,-0.005867553584616212,538218000.8748534,0.02459822354098014,
