XQ_0,XQ_1,U_0,U_1,STRAIN_0,STRAIN_1,STRAIN_2,STRAIN_3,STRESS_0,STRESS_1,STRESS_2,STRESS_3,
0.816847573,0.0915762135,-0.0012252713590574546,7.076343766223072e-05,-0.001499999999900973,0.00077272727276664,0.0,-2.703761693700901e-13,-118724559.01021203,0.009737899671668408,-40366350.0601612,-0.01412412825067635,
0.0915762135,0.816847573,-0.0001373643202434859,0.0006312003972512169,-0.0015000000001403856,0.000772727272770758,0.0,-8.246138147316451e-14,-118724559.03577837,-0.0031066891229108483,-40366350.07322092,-0.004307684106807101,
0.0915762135,0.0915762135,-0.0001373643206661901,7.076343775067031e-05,-0.0014999999999255878,0.0007727272725829859,0.0,1.7419843779259425e-13,-118724559.0230575,-0.011415654693047611,-40366350.071720876,0.009099918392150446,
0.1081030182,0.4459484909,-0.00016215452749008605,0.0003445965611388531,-0.001500000000029979,0.0007727272726789176,0.0,3.8662215789964094e-14,-118724559.0289804,-0.006873857381325797,-40366350.07219045,0.002019667989027975,
0.4459484909,0.1081030182,-0.0006689227363369742,8.353415042760843e-05,-0.0014999999999184557,0.0007727272726769994,0.0,-4.887193080782559e-14,-118724559.017071,-0.0008904970436438103,-40366350.06610691,-0.002553011310856561,
0.4459484909,0.4459484909,-0.0006689227361400704,0.00034459656109765626,-0.001500000000018513,0.0007727272727644672,0.0,-1.684289643519299e-13,-118724559.02299665,0.0029799108871375103,-40366350.06680569,-0.008798527988533651,
0.9084237865,0.9084237865,-0.0013626356793299782,0.0007019638350108863,-0.0014999999999677782,0.0007727272726852804,0.0,1.824853202575527e-13,-118724559.02192561,-0.00273594549988292,-40366350.06838493,0.009532815237334843,
0.183152427,0.9084237865,-0.0002747286409302468,0.0007019638350433674,-0.0014999999998708924,0.0007727272726932421,0.0,-2.5224310487570456e-13,-118724559.01104498,0.003499379440321814,-40366350.062565506,-0.01317687861290994,
0.9084237865,0.183152427,-0.0013626356797436657,0.00014152687546129824,-0.0015000000001943905,0.0007727272728648286,0.0,-5.99818588895018e-14,-118724559.03637579,0.004031213236577574,-40366350.070997156,-0.003133380688257557,
0.5540515091,0.5540515091,-0.0008310772638475553,0.0004281307116125967,-0.0015000000000311637,0.0007727272727768991,0.0,-1.4839713659287046e-13,-118724559.02366962,0.0036172087339713488,-40366350.06681782,-0.007752089225000695,
0.8918969818,0.5540515091,-0.0013378454725014835,0.00042813071159746637,-0.0015000000000762956,0.0007727272727731903,0.0,5.4107434678540844e-14,-118724559.02873814,0.0007125994760920398,-40366350.069528684,0.0028265077817148203,
0.5540515091,0.8918969818,-0.0008310772636548516,0.0006891931223054889,-0.0014999999999256034,0.0007727272726932619,0.0,-3.545091737527928e-14,-118724559.01693864,0.000464793960240521,-40366350.06560111,-0.001851913594231007,
