X_0,X_1,U_0,U_1,
0.0,0.0,1.348624234485172e-12,-1.6701695879057457e-13,
1.0,0.0,0.003499999999282242,-1.6225840718261882e-14,
0.0,1.0,6.858659678376454e-13,-0.0018030303029560883,
1.0,1.0,0.003499999998647573,-0.0018030303029742188,
