XQ_0,XQ_1,U_0,U_1,STRAIN_0,STRAIN_1,STRAIN_2,STRAIN_3,STRESS_0,STRESS_1,STRESS_2,STRESS_3,
0.816847573,0.0915762135,-0.024505427181144037,0.0014152687532397465,-0.02999999999799363,0.015454545455331946,0.0,-5.388325202693167e-12,-2374491180.201505,0.19609945486050298,-807327001.201838,-0.28147967476755353,
0.0915762135,0.816847573,-0.002747286404874934,0.012624007945023078,-0.030000000002807392,0.015454545455442226,0.0,-1.630917623174355e-12,-2374491180.714031,-0.05920037265443356,-807327001.4628987,-0.08519718927030212,
0.0915762135,0.0915762135,-0.0027472864133326687,0.001415268755009842,-0.02999999999853793,0.01545454545163234,0.0,3.446191249034669e-12,-2374491180.4654913,-0.23271600628563527,-807327001.4373904,0.1800249159943484,
0.1081030182,0.4459484909,-0.0032430905498084866,0.006891931222774596,-0.030000000000611628,0.015454545453578182,0.0,7.641734467433992e-13,-2374491180.5809155,-0.1381640312093772,-807327001.444487,0.03991950841196861,
0.4459484909,0.1081030182,-0.013378454726741467,0.00167068300854802,-0.029999999998369272,0.015454545453526812,0.0,-9.86096187344243e-13,-2374491180.3421693,-0.019239658140997727,-807327001.3228791,-0.051512487398579866,
0.4459484909,0.4459484909,-0.01337845472280169,0.006891931221950051,-0.03000000000035808,0.015454545455301533,0.0,-3.3511179942102842e-12,-2374491180.457945,0.06158698480330898,-807327001.3347617,-0.1750584026826268,
0.9084237865,0.9084237865,-0.027252713586591048,0.014039276700204151,-0.029999999999423786,0.015454545453788986,0.0,3.660630826241018e-12,-2374491180.4412336,-0.049521859988510615,-807327001.3668569,0.1912269834603517,
0.183152427,0.9084237865,-0.005494572818601514,0.0140392767008571,-0.029999999997349952,0.015454545453864828,0.0,-5.103653610838421e-12,-2374491180.213584,0.07375506949007189,-807327001.2475419,-0.2666087707154399,
0.9084237865,0.183152427,-0.027252713594861696,0.0028305375092202217,-0.0300000000038873,0.0154545454572127,0.0,-1.151481687777789e-12,-2374491180.7321153,0.07161622003992535,-807327001.4245696,-0.0601520284660039,
0.5540515091,0.5540515091,-0.016621545276943563,0.00856261423224381,-0.030000000000591404,0.015454545455498896,0.0,-2.972899704190013e-12,-2374491180.4721293,0.0699011882146784,-807327001.3367575,-0.1553007308158962,
0.8918969818,0.5540515091,-0.026756909450019756,0.008562614231939655,-0.03000000000155743,0.01545454545546356,0.0,1.109664443665892e-12,-2374491180.578173,0.01247571808276444,-807327001.3923371,0.05796754556463615,
0.5540515091,0.8918969818,-0.016621545273090937,0.013783862446098008,-0.029999999998512203,0.015454545453904059,0.0,-7.313143146614465e-13,-2374491180.3366303,0.013472642453333331,-807327001.3098737,-0.03820298658679198,
