X_0,X_1,U_0,U_1,
0.0,0.0,2.6972472423356107e-12,-3.3403568184915724e-13,
1.0,0.0,0.006999999998564488,-3.2450451394580176e-14,
0.0,1.0,1.371730479798811e-12,-0.003606060605912174,
1.0,1.0,0.0069999999972951464,-0.00360606060594843,
