X_0,X_1,U_0,U_1,
0.0,0.0,-5.779907605997912e-13,7.157090153347472e-14,
1.0,0.0,-0.0014999999996923733,6.955542023235343e-15,
0.0,1.0,-2.939495298342533e-13,0.0007727272726954721,
1.0,1.0,-0.001499999999420385,0.0007727272727032435,
