X_0,X_1,U_0,U_1,
0.0,0.0,7.705720688338723e-12,-9.546214038189724e-13,
1.0,0.0,0.0199999999958992,-9.301675015652518e-14,
0.0,1.0,3.919095439378174e-12,-0.010303030302606543,
1.0,1.0,0.019999999992272397,-0.010303030302710741,
